video_id,publish_date,dish_name,title
L26_V434,05/09/2020,JAMBON CUỘN THANH CUA,JAMBON CUỘN THANH CUA   MÓN NGON MỖI NGÀY  VIVU TV 06092020
L26_V435,04/09/2020,CHẢ MỰC BÁNH XE CHIÊN GIÒN,CHẢ MỰC BÁNH XE CHIÊN GIÒN  MÓN NGON MỖI NGÀY  VIVU TV 05092020
L26_V436,03/09/2020,PANCAKE NHÂN TÁO,PANCAKE NHÂN TÁO  MÓN NGON MỖI NGÀY  VIVU TV  04092020
L26_V437,29/08/2020,CẢI NGỒNG XÀO NẤM,CẢI NGỒNG XÀO NẤM   MÓN NGON MỖI NGÀY  VIVU TV 30082020
L26_V438,28/08/2020,LẨU GÀ MẮC KHÉN,LẨU GÀ MẮC KHÉN   MÓN NGON MỖI NGÀY  VIVU TV 29082020
L26_V439,27/08/2020,ỐC XÀO LĂN LÁ CÁCH,ỐC XÀO LĂN LÁ CÁCH  MÓN NGON MỖI NGÀY  VIVU TV 28082020
L26_V440,22/08/2020,HÀU XÀO BÔNG CẢI,HÀU XÀO BÔNG CẢI  MÓN NGON MỖI NGÀY  VIVU TV 23082020
L26_V441,21/08/2020,ẾCH CHIÊN BỎ TỎI,ẾCH CHIÊN BỎ TỎI  MÓN NGON MỖI NGÀY  VIVU TV 22082020
L26_V442,20/08/2020,TRÀ SỮA THẠCH KEM HẠT CHIA,TRÀ SỮA THẠCH KEM HẠT CHIA  MÓN NGON MỖI NGÀY  VIVU TV 21082020
L26_V443,15/08/2020,BÚN XÀO HẢI SẢN,BÚN XÀO HẢI SẢN  MÓN NGON MỖI NGÀY  VIVU TV 16082020
L26_V444,14/08/2020,SÒ LÔNG NƯỚNG BƠ TỎI,SÒ LÔNG NƯỚNG BƠ TỎI  MÓN NGON MỖI NGÀY  VIVU TV 15082020
L26_V445,13/08/2020,GÀ KHO NẤM,GÀ KHO NẤM   MÓN NGON MỖI NGÀY  VIVU TV 14082020
L26_V446,08/08/2020,CANH CÁ ĐỒNG NẤU KHẾ,CANH CÁ ĐỒNG NẤU KHẾ  MÓN NGON MỖI NGÀY  VIVU TV 09082020
L26_V447,07/08/2020,SÚP ÓC HEO TÓC TIÊN,SÚP ÓC HEO TÓC TIÊN  MÓN NGON MỖI NGÀY  VIVU TV 08082020
L26_V448,06/08/2020,CÁ HỒI ÁP CHẢO SỐT TIÊU,CÁ HỒI ÁP CHẢO SỐT TIÊU  MÓN NGON MỖI NGÀY  VIVU TV 07082020
L26_V449,01/08/2020,CÀNG CUA CHIÊN MÈ XỐT MAYO,CÀNG CUA CHIÊN MÈ XỐT MAYO  MÓN NGON MỖI NGÀY  VIVU TV 02082020
L26_V450,31/07/2020,CHÁO ĐẬU CHÀ BÔNG CÁ HỒI,CHÁO ĐẬU CHÀ BÔNG CÁ HỒI  MÓN NGON MỖI NGÀY  VIVU TV 01082020
L26_V451,30/07/2020,LẨU NẤM TIỀM CỦ QUẢ,LẨU NẤM TIỀM CỦ QUẢ   MÓN NGON MỖI NGÀY  VIVU TV 31072020
L26_V452,25/07/2020,CANH SƯỜN NHA ĐAM,CANH SƯỜN NHA ĐAM   MÓN NGON MỖI NGÀY  VIVU TV 26072020
L26_V453,24/07/2020,SƯỜN CUỘN BACON CHIÊN MÈ,SƯỜN CUỘN BACON CHIÊN MÈ  MÓN NGON MỖI NGÀY  VIVU TV 25072020
L26_V454,23/07/2020,HÀU TRỘN MẦM CẢI,HÀU TRỘN MẦM CẢI   MÓN NGON MỖI NGÀY  VIVU TV  24072020
L26_V455,18/07/2020,CÁ TAI TƯỢNG XỐT SAMBAL,CÁ TAI TƯỢNG XỐT SAMBAL  MÓN NGON MỖI NGÀY  VIVU TV 19072020
L26_V456,17/07/2020,SALAD TÔM ĐẬU HỦ,SALAD TÔM ĐẬU HỦ  MÓN NGON MỖI NGÀY  VIVU TV 18072020
L26_V457,16/07/2020,CANH NGHÊU KIM CHI TÍA TÔ,CANH NGHÊU KIM CHI TÍA TÔ  MÓN NGON MỖI NGÀY  VIVU TV 17072020
L26_V458,11/07/2020,CANH NẤM GÀ LÁ GIANG,CANH NẤM GÀ LÁ GIANG  MÓN NGON MỖI NGÀY  VIVU TV 12072020
L26_V459,10/07/2020,GÀ NƯỚNG LỬA TRẠI,GÀ NƯỚNG LỬA TRẠI  MÓN NGON MỖI NGÀY  VIVU TV 11072020
L26_V460,09/07/2020,PANCAKE 2 MÀU CHUỐI SOCOLA,PANCAKE 2 MÀU CHUỐI SOCOLA  MÓN NGON MỖI NGÀY  VIVU TV 10072020
L26_V461,04/07/2020,CÁ CHIÊN XỐT NẤM,CÁ CHIÊN XỐT NẤM  MÓN NGON MỖI NGÀY  VIVU TV 05072020
L26_V462,03/07/2020,SÚP BÁT TRÂN CHAY,SÚP BÁT TRÂN CHAY   MÓN NGON MỖI NGÀY  VIVU TV 04072020
L26_V463,02/07/2020,SALAD THANH LONG CHANH DÂY,SALAD THANH LONG CHANH DÂY  MÓN NGON MỖI NGÀY  VIVU TV 03072020
L26_V464,27/06/2020,BÁNH CANH VỊT,BÁNH CANH VỊT   MÓN NGON MỖI NGÀY  VIVU TV 28062020
L26_V465,26/06/2020,CHẢ BÒ CHIÊN,CHẢ BÒ CHIÊN   MÓN NGON MỖI NGÀY  VIVU TV 27062020
L26_V466,25/06/2020,CÁ NGỪ ĐẠI DƯƠNG LÚC LẮC,CÁ NGỪ ĐẠI DƯƠNG LÚC LẮC  MÓN NGON MỖI NGÀY  VIVU TV 26062020
L26_V467,06/06/2020,CÁ HẤP NGƯU BÀNG,CÁ HẤP NGƯU BÀNG  MÓN NGON MỖI NGÀY  VIVU TV 07062020
L26_V468,05/06/2020,CHẢ GIÒ HÀU,CHẢ GIÒ HÀU  MÓN NGON MỖI NGÀY  VIVU TV 06062020
L26_V469,04/06/2020,ĐẬU HỦ ÁP CHẢO XỐT SAMBAL,ĐẬU HỦ ÁP CHẢO XỐT SAMBAL  MÓN NGON MỖI NGÀY  VIVU TV 05062020
L26_V470,30/05/2020,MỰC QUE CHIÊN GIÒN XỐT CAM,MỰC QUE CHIÊN GIÒN XỐT CAM  MÓN NGON MỖI NGÀY  VIVU TV 31052020
L26_V471,29/05/2020,CẢI THẢO CUỘN TÔM CÁ,CẢI THẢO CUỘN TÔM CÁ  MÓN NGON MỖI NGÀY  VIVU TV 30052020
L26_V472,28/05/2020,PANCAKE THANH LONG ĐỎ,PANCAKE THANH LONG ĐỎ  MÓN NGON MỖI NGÀY  VIVU TV 29052020
L26_V473,23/05/2020,CANH GÀ BÍ XANH,CANH GÀ BÍ XANH  MÓN NGON MỖI NGÀY  VIVU TV  24052020
L26_V474,22/05/2020,SƯỜN NON KHO CHAO,SƯỜN NON KHO CHAO   MÓN NGON MỖI NGÀY  VIVU TV 23052020
L26_V475,21/05/2020,CÀ TÍM NƯỚNG TÔM CHÁY MỠ HẸ,CÀ TÍM NƯỚNG TÔM CHÁY MỠ HẸ   MÓN NGON MỖI NGÀY  VIVU TV 22052020
L26_V476,17/05/2020,CÁ KHO QUẸT MÓN QUÊ LẠ MIỆNG,CÁ KHO QUẸT MÓN QUÊ LẠ MIỆNG  MÓN NGON MỖI NGÀY  VIVU TV 16052020.
L26_V477,16/05/2020,TÔM CHIÊN MẶT NGUYỆT,TÔM CHIÊN MẶT NGUYỆT  MÓN NGON MỖI NGÀY  VIVU TV 15052020.
L26_V478,09/05/2020,SALAD MỰC ỐNG,SALAD MỰC ỐNG  MÓN NGON MỖI NGÀY  VIVU TV 10052020
L26_V479,08/05/2020,ỚT CHUÔNG HẢI SẢN PHÔ MAI,ỚT CHUÔNG HẢI SẢN PHÔ MAI  MÓN NGON MỖI NGÀY  VIVU TV  09052020
L26_V480,07/05/2020,CÁ DỨA MỘT NẮNG CHUA NGỌT,CÁ DỨA MỘT NẮNG CHUA NGỌT  MÓN NGON MỖI NGÀY  VIVU TV 08052020
L26_V481,02/05/2020,CANH SƯỜN BÍ ĐỎ RONG BIỂN,CANH SƯỜN BÍ ĐỎ RONG BIỂN  MÓN NGON MỖI NGÀY  VIVU TV 03052020
L26_V482,01/05/2020,ĐẬU HŨ CUỘN CHIÊN GIÒN,ĐẬU HŨ CUỘN CHIÊN GIÒN   MÓN NGON MỖI NGÀY  VIVU TV 02052020
L26_V483,30/04/2020,PHỞ SẮN XÀO THẬP CẨM,PHỞ SẮN XÀO THẬP CẨM  MÓN NGON MỖI NGÀY  VIVU TV 01052020
L26_V484,25/04/2020,ẾCH KHÓI LỬA,ẾCH KHÓI LỬA  MÓN NGON MỖI NGÀY  VIVU TV  26042020
L26_V485,24/04/2020,CANH MỒNG TƠI NẤM,CANH MỒNG TƠI NẤM  MÓN NGON MỖI NGÀY  VIVU TV  25042020
L26_V486,23/04/2020,BÁNH XÈO HẢI SẢN,BÁNH XÈO HẢI SẢN  MÓN NGON MỖI NGÀY  VIVU TV  24042020.
L26_V487,21/04/2020,GÀ NƯỚNG CỎ XẠ HƯƠNG,GÀ NƯỚNG CỎ XẠ HƯƠNG  MÓN NGON MỖI NGÀY  VIVU TV 22022020
L26_V488,20/04/2020,THỊT BA CHỈ XIÊN QUE CHIÊN GIÒN,THỊT BA CHỈ XIÊN QUE CHIÊN GIÒN  MÓN NGON MỖI NGÀY  VIVU TV
L26_V489,18/04/2020,BẮP BÒ XỐT PATE CHẤM MUỐI TẮC,BẮP BÒ XỐT PATE CHẤM MUỐI TẮC  MÓN NGON MỖI NGÀY  VIVU TV  19042020.
L26_V490,17/04/2020,PANCAKE ĐẬU XANH CỐT DỪA,PANCAKE ĐẬU XANH CỐT DỪA  MÓN NGON MỖI NGÀY  VIVU TV  18042020
L26_V491,16/04/2020,SALAD BÒ DƯA KIỆU TƯƠI MÁT GIẢI NHIỆT MÙA DỊCH,SALAD BÒ DƯA KIỆU TƯƠI MÁT GIẢI NHIỆT MÙA DỊCH  MÓN NGON MỖI NGÀY  VIVU TV  17042020
L26_V492,14/04/2020,PANCAKE KHOAI LANG MẬT ONG,PANCAKE KHOAI LANG MẬT ONG  MÓN NGON MỖI NGÀY  VIVU TV 21022020
L26_V493,11/04/2020,CANH CHÂN NẤM TÁO ĐỎ,CANH CHÂN NẤM TÁO ĐỎ  MÓN NGON MỖI NGÀY  VIVU TV 12042020
L26_V494,10/04/2020,PANCAKE DỨA HẠNH NHÂN,PANCAKE DỨA HẠNH NHÂN  MÓN NGON MỖI NGÀY  VIVU TV 11042020
L26_V495,10/04/2020,LẨU ẾCH LÁ LỐT,LẨU ẾCH LÁ LỐT  MÓN NGON MỖI NGÀY  VIVU TV  29022020
L26_V496,10/04/2020,CƠM GẠO LỨT TRỘN,CƠM GẠO LỨT TRỘN  MÓN NGON MỖI NGÀY  VIVU TV  01032020
L26_V497,10/04/2020,ĐẬU HỦ HẤP NẤM NHẬT,ĐẬU HỦ HẤP NẤM NHẬT  MÓN NGON MỖI NGÀY  VIVU TV  06032020
L26_V498,10/04/2020,SALAD CẢI MẦM TÔM CHIÊN,SALAD CẢI MẦM TÔM CHIÊN  MÓN NGON MỖI NGÀY  VIVU TV  07032020
L26_V499,10/04/2020,CÁ CHÉP NẤU RIỀNG MẺ,CÁ CHÉP NẤU RIỀNG MẺ  MÓN NGON MỖI NGÀY  VIVU TV 05042020
